representation,layer,hand,split,n,r2,angular_error_deg,clf_accuracy
hidden_last,21,hour,correct,134,0.8946833977589457,10.033843031570093,0.8656716417910447
hidden_last,21,hour,wrong,346,0.9088957661328473,10.06173881164865,0.9335260115606936
hidden_last,22,hour,all,480,0.9022371647091038,10.049844253373642,0.9270833333333334
hidden_last,22,hour,correct,134,0.897307748040793,9.280424466773644,0.8880597014925373
hidden_last,22,hour,wrong,346,0.902544770632541,10.347827638935492,0.9421965317919075
hidden_last,23,hour,all,480,0.8922597419961047,10.804362592442581,0.8875
hidden_last,23,hour,correct,134,0.8932435143094546,9.775838910643733,0.8432835820895522
hidden_last,23,hour,wrong,346,0.8893557736019913,11.202692573254852,0.9046242774566474
hidden_last,24,hour,all,480,0.888219741470728,11.063230779767036,0.9
hidden_last,24,hour,correct,134,0.875389262079376,11.29398050948755,0.8805970149253731
hidden_last,24,hour,wrong,346,0.8909241974555109,10.973865277505336,0.9075144508670521
hidden_last,25,hour,all,480,0.8686243697997948,12.4925107875218,0.9020833333333333
hidden_last,25,hour,correct,134,0.8587070122346769,13.034798451324008,0.8880597014925373
hidden_last,25,hour,wrong,346,0.8692668768030364,12.282491865702447,0.9075144508670521
hidden_last,26,hour,all,480,0.8501398587271907,13.666166094465492,0.8833333333333333
hidden_last,26,hour,correct,134,0.8316591865940239,14.879379500204054,0.8731343283582089
hidden_last,26,hour,wrong,346,0.8533059941662295,13.196308879526278,0.8872832369942196
hidden_last,27,hour,all,480,0.8507995790224548,13.39173731257518,0.8791666666666667
hidden_last,27,hour,correct,134,0.8603883933040662,12.657695263179377,0.8731343283582089
hidden_last,27,hour,wrong,346,0.8441768704598018,13.676019493555058,0.8815028901734104
hidden_last,28,hour,all,480,0.8227875763114807,15.587420275543506,0.8604166666666667
hidden_last,28,hour,correct,134,0.8241245883586743,14.906291908292628,0.9029850746268657
hidden_last,28,hour,wrong,346,0.8161895061563916,15.851209874421013,0.8439306358381503
hidden_last,29,hour,all,480,0.8275152216036955,15.066009677325686,0.8708333333333333
hidden_last,29,hour,correct,134,0.8443764387620629,13.218331320961909,0.8880597014925373
hidden_last,29,hour,wrong,346,0.8171601853167343,15.781584532102409,0.8641618497109826
hidden_last,30,hour,all,480,0.8192334839109507,15.202031324307123,0.8666666666666667
